epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g),file_num,person,activity
1582746265821,2020-02-26T14.44.25.821,17.695,0.100,0.379,-0.028,10,Emily,deadlift
1582746265900,2020-02-26T14.44.25.900,17.774,0.082,0.614,-0.048,10,Emily,deadlift
1582746265981,2020-02-26T14.44.25.981,17.855,0.040,0.917,-0.054,10,Emily,deadlift
1582746266060,2020-02-26T14.44.26.060,17.934,-0.046,1.066,-0.054,10,Emily,deadlift
1582746266139,2020-02-26T14.44.26.139,18.013,-0.133,1.167,-0.075,10,Emily,deadlift
1582746266220,2020-02-26T14.44.26.220,18.094,-0.149,1.379,-0.111,10,Emily,deadlift
1582746266299,2020-02-26T14.44.26.299,18.173,-0.480,1.698,-0.173,10,Emily,deadlift
1582746266379,2020-02-26T14.44.26.379,18.253,-0.181,1.158,-0.091,10,Emily,deadlift
1582746266459,2020-02-26T14.44.26.459,18.333,-0.130,1.182,-0.055,10,Emily,deadlift
1582746266539,2020-02-26T14.44.26.539,18.413,-0.194,1.132,-0.096,10,Emily,deadlift
1582746266618,2020-02-26T14.44.26.618,18.492,-0.176,1.093,-0.092,10,Emily,deadlift
1582746266697,2020-02-26T14.44.26.697,18.571,-0.153,1.014,-0.077,10,Emily,deadlift
1582746266778,2020-02-26T14.44.26.778,18.652,-0.115,0.770,-0.058,10,Emily,deadlift
1582746266857,2020-02-26T14.44.26.857,18.731,-0.067,0.425,-0.034,10,Emily,deadlift
1582746266938,2020-02-26T14.44.26.938,18.812,-0.059,0.251,-0.020,10,Emily,deadlift
1582746267017,2020-02-26T14.44.27.017,18.891,-0.136,0.476,-0.022,10,Emily,deadlift
1582746267096,2020-02-26T14.44.27.096,18.970,-0.240,1.003,-0.071,10,Emily,deadlift
1582746267176,2020-02-26T14.44.27.176,19.050,-0.330,0.938,-0.076,10,Emily,deadlift
1582746267255,2020-02-26T14.44.27.255,19.129,-0.175,0.513,-0.049,10,Emily,deadlift
1582746267336,2020-02-26T14.44.27.336,19.210,-0.037,0.415,-0.040,10,Emily,deadlift
1582746267415,2020-02-26T14.44.27.415,19.289,-0.022,0.505,-0.037,10,Emily,deadlift
1582746267496,2020-02-26T14.44.27.496,19.370,-0.085,0.696,-0.045,10,Emily,deadlift
1582746267575,2020-02-26T14.44.27.575,19.449,-0.196,0.850,-0.042,10,Emily,deadlift
1582746267654,2020-02-26T14.44.27.654,19.528,-0.348,1.029,-0.052,10,Emily,deadlift
1582746267734,2020-02-26T14.44.27.734,19.608,-0.473,1.177,-0.077,10,Emily,deadlift
1582746267814,2020-02-26T14.44.27.814,19.688,-0.606,1.674,-0.193,10,Emily,deadlift
1582746267894,2020-02-26T14.44.27.894,19.768,-1.029,1.474,-0.153,10,Emily,deadlift
1582746267973,2020-02-26T14.44.27.973,19.847,-0.337,1.023,-0.024,10,Emily,deadlift
1582746268052,2020-02-26T14.44.28.052,19.926,-0.402,1.071,-0.103,10,Emily,deadlift
1582746268133,2020-02-26T14.44.28.133,20.007,-0.415,1.101,-0.097,10,Emily,deadlift
1582746268212,2020-02-26T14.44.28.212,20.086,-0.337,1.034,-0.100,10,Emily,deadlift
1582746268293,2020-02-26T14.44.28.293,20.167,-0.239,0.875,-0.095,10,Emily,deadlift
1582746268372,2020-02-26T14.44.28.372,20.246,-0.172,0.644,-0.064,10,Emily,deadlift
1582746268452,2020-02-26T14.44.28.452,20.326,-0.137,0.383,-0.032,10,Emily,deadlift
1582746268531,2020-02-26T14.44.28.531,20.405,-0.154,0.302,-0.037,10,Emily,deadlift
1582746268610,2020-02-26T14.44.28.610,20.484,-0.283,0.590,-0.044,10,Emily,deadlift
1582746268691,2020-02-26T14.44.28.691,20.565,-0.470,0.959,-0.069,10,Emily,deadlift
1582746268770,2020-02-26T14.44.28.770,20.644,-0.446,0.731,-0.062,10,Emily,deadlift
1582746268851,2020-02-26T14.44.28.851,20.725,-0.198,0.402,-0.044,10,Emily,deadlift
1582746268930,2020-02-26T14.44.28.930,20.804,-0.098,0.323,-0.042,10,Emily,deadlift
1582746269009,2020-02-26T14.44.29.009,20.883,-0.216,0.531,-0.054,10,Emily,deadlift
1582746269089,2020-02-26T14.44.29.089,20.963,-0.349,0.725,-0.049,10,Emily,deadlift
1582746269169,2020-02-26T14.44.29.169,21.043,-0.475,0.852,-0.049,10,Emily,deadlift
1582746269249,2020-02-26T14.44.29.249,21.123,-0.602,0.954,-0.059,10,Emily,deadlift
1582746269328,2020-02-26T14.44.29.328,21.202,-0.701,1.100,-0.098,10,Emily,deadlift
1582746269407,2020-02-26T14.44.29.407,21.281,-1.161,1.790,-0.229,10,Emily,deadlift
1582746269488,2020-02-26T14.44.29.488,21.362,-0.592,1.076,-0.090,10,Emily,deadlift
1582746269567,2020-02-26T14.44.29.567,21.441,-0.550,0.959,-0.065,10,Emily,deadlift
1582746269648,2020-02-26T14.44.29.648,21.522,-0.610,0.984,-0.089,10,Emily,deadlift
1582746269727,2020-02-26T14.44.29.727,21.601,-0.584,0.975,-0.096,10,Emily,deadlift
1582746269807,2020-02-26T14.44.29.807,21.681,-0.524,0.905,-0.086,10,Emily,deadlift
1582746269886,2020-02-26T14.44.29.886,21.760,-0.371,0.719,-0.064,10,Emily,deadlift
1582746269965,2020-02-26T14.44.29.965,21.839,-0.200,0.389,-0.033,10,Emily,deadlift
1582746270046,2020-02-26T14.44.30.046,21.920,-0.113,0.187,-0.029,10,Emily,deadlift
1582746270125,2020-02-26T14.44.30.125,21.999,-0.204,0.346,-0.035,10,Emily,deadlift
1582746270206,2020-02-26T14.44.30.206,22.080,-0.530,0.844,-0.065,10,Emily,deadlift
1582746270285,2020-02-26T14.44.30.285,22.159,-0.630,0.842,-0.071,10,Emily,deadlift
1582746270364,2020-02-26T14.44.30.364,22.238,-0.340,0.462,-0.049,10,Emily,deadlift
1582746270444,2020-02-26T14.44.30.444,22.318,-0.138,0.299,-0.034,10,Emily,deadlift
1582746270524,2020-02-26T14.44.30.524,22.398,-0.171,0.397,-0.032,10,Emily,deadlift
1582746270604,2020-02-26T14.44.30.604,22.478,-0.339,0.650,-0.042,10,Emily,deadlift
1582746270683,2020-02-26T14.44.30.683,22.557,-0.509,0.798,-0.045,10,Emily,deadlift
1582746270764,2020-02-26T14.44.30.764,22.638,-0.670,0.876,-0.059,10,Emily,deadlift
1582746270843,2020-02-26T14.44.30.843,22.717,-0.760,0.982,-0.083,10,Emily,deadlift
1582746270922,2020-02-26T14.44.30.922,22.796,-1.165,1.463,-0.209,10,Emily,deadlift
1582746271003,2020-02-26T14.44.31.003,22.877,-0.678,1.241,-0.138,10,Emily,deadlift
1582746271082,2020-02-26T14.44.31.082,22.956,-0.598,1.010,-0.062,10,Emily,deadlift
1582746271162,2020-02-26T14.44.31.162,23.036,-0.605,0.901,-0.074,10,Emily,deadlift
1582746271241,2020-02-26T14.44.31.241,23.115,-0.555,0.944,-0.080,10,Emily,deadlift
1582746271320,2020-02-26T14.44.31.320,23.194,-0.514,0.906,-0.055,10,Emily,deadlift
1582746271401,2020-02-26T14.44.31.401,23.275,-0.477,0.847,-0.072,10,Emily,deadlift
1582746271480,2020-02-26T14.44.31.480,23.354,-0.377,0.748,-0.061,10,Emily,deadlift
1582746271561,2020-02-26T14.44.31.561,23.435,-0.193,0.381,-0.041,10,Emily,deadlift
1582746271640,2020-02-26T14.44.31.640,23.514,-0.090,0.154,-0.020,10,Emily,deadlift
1582746271720,2020-02-26T14.44.31.720,23.594,-0.259,0.436,-0.023,10,Emily,deadlift
1582746271799,2020-02-26T14.44.31.799,23.673,-0.611,0.916,-0.055,10,Emily,deadlift
1582746271878,2020-02-26T14.44.31.878,23.752,-0.506,0.796,-0.064,10,Emily,deadlift
1582746271959,2020-02-26T14.44.31.959,23.833,-0.206,0.437,-0.042,10,Emily,deadlift
1582746272038,2020-02-26T14.44.32.038,23.912,-0.094,0.352,-0.034,10,Emily,deadlift
1582746272119,2020-02-26T14.44.32.119,23.993,-0.144,0.496,-0.046,10,Emily,deadlift
1582746272198,2020-02-26T14.44.32.198,24.072,-0.227,0.690,-0.044,10,Emily,deadlift
1582746272277,2020-02-26T14.44.32.277,24.151,-0.356,0.881,-0.047,10,Emily,deadlift
1582746272357,2020-02-26T14.44.32.357,24.231,-0.544,1.028,-0.070,10,Emily,deadlift
1582746272437,2020-02-26T14.44.32.437,24.311,-0.710,1.300,-0.164,10,Emily,deadlift
1582746272517,2020-02-26T14.44.32.517,24.391,-0.959,1.288,-0.204,10,Emily,deadlift
1582746272596,2020-02-26T14.44.32.596,24.470,-0.483,0.847,-0.019,10,Emily,deadlift
1582746272675,2020-02-26T14.44.32.675,24.549,-0.537,1.081,-0.075,10,Emily,deadlift
1582746272756,2020-02-26T14.44.32.756,24.630,-0.521,1.059,-0.092,10,Emily,deadlift
1582746272835,2020-02-26T14.44.32.835,24.709,-0.472,1.039,-0.076,10,Emily,deadlift
1582746272916,2020-02-26T14.44.32.916,24.790,-0.388,0.979,-0.099,10,Emily,deadlift
1582746272995,2020-02-26T14.44.32.995,24.869,-0.266,0.796,-0.065,10,Emily,deadlift
1582746273075,2020-02-26T14.44.33.075,24.949,-0.161,0.477,-0.044,10,Emily,deadlift
1582746273154,2020-02-26T14.44.33.154,25.028,-0.081,0.203,-0.016,10,Emily,deadlift
1582746273233,2020-02-26T14.44.33.233,25.107,-0.095,0.365,-0.021,10,Emily,deadlift
1582746273314,2020-02-26T14.44.33.314,25.188,-0.454,0.841,-0.054,10,Emily,deadlift
1582746273393,2020-02-26T14.44.33.393,25.267,-0.604,0.854,-0.065,10,Emily,deadlift
1582746273474,2020-02-26T14.44.33.474,25.348,-0.274,0.481,-0.045,10,Emily,deadlift
1582746273553,2020-02-26T14.44.33.553,25.427,-0.089,0.317,-0.034,10,Emily,deadlift
1582746273632,2020-02-26T14.44.33.632,25.506,-0.168,0.501,-0.052,10,Emily,deadlift
1582746273712,2020-02-26T14.44.33.712,25.586,-0.255,0.688,-0.062,10,Emily,deadlift
1582746273792,2020-02-26T14.44.33.792,25.666,-0.384,0.835,-0.054,10,Emily,deadlift
1582746273872,2020-02-26T14.44.33.872,25.746,-0.537,0.934,-0.073,10,Emily,deadlift
1582746273951,2020-02-26T14.44.33.951,25.825,-0.638,1.067,-0.128,10,Emily,deadlift
1582746274032,2020-02-26T14.44.34.032,25.906,-1.008,1.796,-0.411,10,Emily,deadlift
1582746274111,2020-02-26T14.44.34.111,25.985,-0.478,0.768,-0.056,10,Emily,deadlift
1582746274190,2020-02-26T14.44.34.190,26.064,-0.619,0.943,-0.011,10,Emily,deadlift
1582746274350,2020-02-26T14.44.34.350,26.224,-0.574,0.913,-0.050,10,Emily,deadlift
1582746274430,2020-02-26T14.44.34.430,26.304,-0.521,0.831,-0.069,10,Emily,deadlift
1582746274509,2020-02-26T14.44.34.509,26.383,-0.485,0.794,-0.084,10,Emily,deadlift
1582746274588,2020-02-26T14.44.34.588,26.462,-0.413,0.675,-0.083,10,Emily,deadlift
1582746274669,2020-02-26T14.44.34.669,26.543,-0.261,0.404,-0.035,10,Emily,deadlift
1582746274748,2020-02-26T14.44.34.748,26.622,-0.150,0.236,-0.014,10,Emily,deadlift
1582746274829,2020-02-26T14.44.34.829,26.703,-0.298,0.506,-0.019,10,Emily,deadlift
1582746274908,2020-02-26T14.44.34.908,26.782,-0.788,0.838,-0.051,10,Emily,deadlift
1582746274987,2020-02-26T14.44.34.987,26.861,-0.754,0.705,-0.060,10,Emily,deadlift
1582746275067,2020-02-26T14.44.35.067,26.941,-0.414,0.435,-0.047,10,Emily,deadlift
1582746275147,2020-02-26T14.44.35.147,27.021,-0.222,0.309,-0.035,10,Emily,deadlift
1582746275227,2020-02-26T14.44.35.227,27.101,-0.248,0.381,-0.034,10,Emily,deadlift
1582746275306,2020-02-26T14.44.35.306,27.180,-0.414,0.548,-0.045,10,Emily,deadlift
1582746275385,2020-02-26T14.44.35.385,27.259,-0.566,0.653,-0.056,10,Emily,deadlift
1582746275466,2020-02-26T14.44.35.466,27.340,-0.710,0.740,-0.064,10,Emily,deadlift
1582746275545,2020-02-26T14.44.35.545,27.419,-0.788,0.790,-0.071,10,Emily,deadlift
1582746275626,2020-02-26T14.44.35.626,27.500,-0.858,0.924,-0.079,10,Emily,deadlift
1582746275705,2020-02-26T14.44.35.705,27.579,-1.171,1.111,-0.196,10,Emily,deadlift
1582746275785,2020-02-26T14.44.35.785,27.659,-0.550,0.798,-0.059,10,Emily,deadlift
1582746275864,2020-02-26T14.44.35.864,27.738,-0.685,0.962,-0.074,10,Emily,deadlift
1582746275943,2020-02-26T14.44.35.943,27.817,-0.668,0.924,-0.126,10,Emily,deadlift
1582746276024,2020-02-26T14.44.36.024,27.898,-0.625,0.939,-0.105,10,Emily,deadlift
1582746276103,2020-02-26T14.44.36.103,27.977,-0.586,0.849,-0.092,10,Emily,deadlift
1582746276184,2020-02-26T14.44.36.184,28.058,-0.533,0.786,-0.072,10,Emily,deadlift
1582746276263,2020-02-26T14.44.36.263,28.137,-0.393,0.604,-0.069,10,Emily,deadlift
1582746276342,2020-02-26T14.44.36.342,28.216,-0.238,0.324,-0.047,10,Emily,deadlift
1582746276422,2020-02-26T14.44.36.422,28.296,-0.183,0.188,-0.036,10,Emily,deadlift
1582746276502,2020-02-26T14.44.36.502,28.376,-0.407,0.392,-0.031,10,Emily,deadlift
1582746276582,2020-02-26T14.44.36.582,28.456,-0.636,0.885,-0.061,10,Emily,deadlift
1582746276661,2020-02-26T14.44.36.661,28.535,-0.603,0.897,-0.079,10,Emily,deadlift
1582746276740,2020-02-26T14.44.36.740,28.614,-0.449,0.547,-0.058,10,Emily,deadlift
1582746276821,2020-02-26T14.44.36.821,28.695,-0.262,0.376,-0.041,10,Emily,deadlift
1582746276900,2020-02-26T14.44.36.900,28.774,-0.208,0.457,-0.040,10,Emily,deadlift
1582746276981,2020-02-26T14.44.36.981,28.855,-0.248,0.610,-0.049,10,Emily,deadlift
1582746277060,2020-02-26T14.44.37.060,28.934,-0.295,0.681,-0.055,10,Emily,deadlift
1582746277140,2020-02-26T14.44.37.140,29.014,-0.433,0.777,-0.050,10,Emily,deadlift
1582746277219,2020-02-26T14.44.37.219,29.093,-0.602,0.900,-0.077,10,Emily,deadlift
1582746277298,2020-02-26T14.44.37.298,29.172,-0.695,0.988,-0.093,10,Emily,deadlift
1582746277379,2020-02-26T14.44.37.379,29.253,-0.944,1.471,-0.292,10,Emily,deadlift
1582746277458,2020-02-26T14.44.37.458,29.332,-0.533,0.916,-0.035,10,Emily,deadlift
1582746277539,2020-02-26T14.44.37.539,29.413,-0.655,0.923,-0.020,10,Emily,deadlift
1582746277618,2020-02-26T14.44.37.618,29.492,-0.666,0.873,-0.125,10,Emily,deadlift
1582746277697,2020-02-26T14.44.37.697,29.571,-0.640,0.915,-0.099,10,Emily,deadlift
1582746277777,2020-02-26T14.44.37.777,29.651,-0.544,0.871,-0.089,10,Emily,deadlift
1582746277857,2020-02-26T14.44.37.857,29.731,-0.524,0.822,-0.077,10,Emily,deadlift
1582746277937,2020-02-26T14.44.37.937,29.811,-0.479,0.736,-0.065,10,Emily,deadlift
1582746278016,2020-02-26T14.44.38.016,29.890,-0.373,0.507,-0.048,10,Emily,deadlift
1582746278097,2020-02-26T14.44.38.097,29.971,-0.210,0.239,-0.039,10,Emily,deadlift
1582746278176,2020-02-26T14.44.38.176,30.050,-0.243,0.264,-0.002,10,Emily,deadlift
1582746278255,2020-02-26T14.44.38.255,30.129,-0.632,0.630,-0.045,10,Emily,deadlift
1582746278336,2020-02-26T14.44.38.336,30.210,-0.788,0.716,-0.061,10,Emily,deadlift
1582746278415,2020-02-26T14.44.38.415,30.289,-0.472,0.474,-0.053,10,Emily,deadlift
1582746278495,2020-02-26T14.44.38.495,30.369,-0.220,0.317,-0.043,10,Emily,deadlift
1582746278574,2020-02-26T14.44.38.574,30.448,-0.236,0.373,-0.042,10,Emily,deadlift
1582746278653,2020-02-26T14.44.38.653,30.527,-0.410,0.551,-0.045,10,Emily,deadlift
1582746278734,2020-02-26T14.44.38.734,30.608,-0.584,0.692,-0.043,10,Emily,deadlift
1582746278813,2020-02-26T14.44.38.813,30.687,-0.742,0.728,-0.058,10,Emily,deadlift
1582746278894,2020-02-26T14.44.38.894,30.768,-0.896,0.808,-0.084,10,Emily,deadlift
1582746278973,2020-02-26T14.44.38.973,30.847,-1.027,0.994,-0.112,10,Emily,deadlift
1582746279053,2020-02-26T14.44.39.053,30.927,-1.084,1.343,-0.249,10,Emily,deadlift
1582746279132,2020-02-26T14.44.39.132,31.006,-0.777,0.743,-0.072,10,Emily,deadlift
1582746279211,2020-02-26T14.44.39.211,31.085,-0.861,0.723,-0.054,10,Emily,deadlift
1582746279292,2020-02-26T14.44.39.292,31.166,-0.831,0.706,-0.066,10,Emily,deadlift
1582746279371,2020-02-26T14.44.39.371,31.245,-0.780,0.668,-0.069,10,Emily,deadlift
1582746279452,2020-02-26T14.44.39.452,31.326,-0.750,0.663,-0.075,10,Emily,deadlift
1582746279531,2020-02-26T14.44.39.531,31.405,-0.744,0.676,-0.074,10,Emily,deadlift
1582746279610,2020-02-26T14.44.39.610,31.484,-0.680,0.607,-0.067,10,Emily,deadlift
1582746279690,2020-02-26T14.44.39.690,31.564,-0.507,0.407,-0.055,10,Emily,deadlift
1582746279770,2020-02-26T14.44.39.770,31.644,-0.300,0.185,-0.042,10,Emily,deadlift
1582746279850,2020-02-26T14.44.39.850,31.724,-0.285,0.167,-0.034,10,Emily,deadlift
1582746279929,2020-02-26T14.44.39.929,31.803,-0.688,0.469,-0.054,10,Emily,deadlift
1582746280010,2020-02-26T14.44.40.010,31.884,-1.069,0.642,-0.072,10,Emily,deadlift
1582746280089,2020-02-26T14.44.40.089,31.963,-0.788,0.388,-0.068,10,Emily,deadlift
1582746280168,2020-02-26T14.44.40.168,32.042,-0.416,0.219,-0.057,10,Emily,deadlift
1582746280249,2020-02-26T14.44.40.249,32.123,-0.320,0.244,-0.044,10,Emily,deadlift
1582746280328,2020-02-26T14.44.40.328,32.202,-0.445,0.348,-0.049,10,Emily,deadlift
1582746280408,2020-02-26T14.44.40.408,32.282,-0.584,0.445,-0.051,10,Emily,deadlift
1582746280487,2020-02-26T14.44.40.487,32.361,-0.748,0.507,-0.053,10,Emily,deadlift
1582746280566,2020-02-26T14.44.40.566,32.440,-0.920,0.504,-0.057,10,Emily,deadlift
1582746280647,2020-02-26T14.44.40.647,32.521,-1.076,0.504,-0.072,10,Emily,deadlift
1582746280726,2020-02-26T14.44.40.726,32.600,-1.325,0.702,-0.174,10,Emily,deadlift
1582746280807,2020-02-26T14.44.40.807,32.681,-1.467,0.640,-0.168,10,Emily,deadlift
1582746280886,2020-02-26T14.44.40.886,32.760,-0.976,0.523,-0.067,10,Emily,deadlift
1582746280966,2020-02-26T14.44.40.966,32.840,-0.997,0.475,-0.089,10,Emily,deadlift
1582746281045,2020-02-26T14.44.41.045,32.919,-1.033,0.465,-0.110,10,Emily,deadlift
1582746281125,2020-02-26T14.44.41.125,32.999,-1.025,0.481,-0.102,10,Emily,deadlift
1582746281205,2020-02-26T14.44.41.205,33.079,-0.953,0.403,-0.103,10,Emily,deadlift
1582746281284,2020-02-26T14.44.41.284,33.158,-0.855,0.324,-0.086,10,Emily,deadlift
1582746281365,2020-02-26T14.44.41.365,33.239,-0.619,0.219,-0.060,10,Emily,deadlift
1582746281444,2020-02-26T14.44.41.444,33.318,-0.395,0.110,-0.035,10,Emily,deadlift
1582746281523,2020-02-26T14.44.41.523,33.397,-0.348,0.050,-0.031,10,Emily,deadlift
1582746281604,2020-02-26T14.44.41.604,33.478,-0.667,0.140,-0.036,10,Emily,deadlift
1582746281683,2020-02-26T14.44.41.683,33.557,-1.089,0.271,-0.053,10,Emily,deadlift
1582746281763,2020-02-26T14.44.41.763,33.637,-0.986,0.160,-0.058,10,Emily,deadlift
1582746281842,2020-02-26T14.44.41.842,33.716,-0.630,0.052,-0.043,10,Emily,deadlift
1582746281923,2020-02-26T14.44.41.923,33.797,-0.445,0.069,-0.036,10,Emily,deadlift
1582746282002,2020-02-26T14.44.42.002,33.876,-0.485,0.122,-0.042,10,Emily,deadlift
1582746282081,2020-02-26T14.44.42.081,33.955,-0.678,0.162,-0.044,10,Emily,deadlift
1582746282162,2020-02-26T14.44.42.162,34.036,-0.832,0.135,-0.034,10,Emily,deadlift
1582746282241,2020-02-26T14.44.42.241,34.115,-1.013,0.075,-0.027,10,Emily,deadlift
1582746282321,2020-02-26T14.44.42.321,34.195,-1.109,0.011,-0.036,10,Emily,deadlift
1582746282400,2020-02-26T14.44.42.400,34.274,-1.264,0.049,-0.061,10,Emily,deadlift
1582746282480,2020-02-26T14.44.42.480,34.354,-2.109,-0.262,-0.283,10,Emily,deadlift
1582746282560,2020-02-26T14.44.42.560,34.434,-1.203,-0.014,-0.047,10,Emily,deadlift
1582746282639,2020-02-26T14.44.42.639,34.513,-1.098,-0.045,0.007,10,Emily,deadlift
1582746282720,2020-02-26T14.44.42.720,34.594,-1.129,-0.119,-0.084,10,Emily,deadlift
1582746282799,2020-02-26T14.44.42.799,34.673,-1.098,-0.090,-0.089,10,Emily,deadlift
1582746282878,2020-02-26T14.44.42.878,34.752,-1.021,-0.101,-0.090,10,Emily,deadlift
1582746282959,2020-02-26T14.44.42.959,34.833,-0.969,-0.098,-0.077,10,Emily,deadlift
1582746283038,2020-02-26T14.44.43.038,34.912,-0.838,-0.084,-0.066,10,Emily,deadlift
1582746283118,2020-02-26T14.44.43.118,34.992,-0.609,-0.104,-0.041,10,Emily,deadlift
1582746283197,2020-02-26T14.44.43.197,35.071,-0.413,-0.127,-0.026,10,Emily,deadlift
1582746283278,2020-02-26T14.44.43.278,35.152,-0.467,-0.181,-0.001,10,Emily,deadlift
1582746283357,2020-02-26T14.44.43.357,35.231,-0.875,-0.287,-0.021,10,Emily,deadlift
1582746283436,2020-02-26T14.44.43.436,35.310,-1.119,-0.322,-0.032,10,Emily,deadlift
1582746283517,2020-02-26T14.44.43.517,35.391,-0.860,-0.281,-0.028,10,Emily,deadlift
1582746283596,2020-02-26T14.44.43.596,35.470,-0.638,-0.227,-0.021,10,Emily,deadlift
1582746283676,2020-02-26T14.44.43.676,35.550,-0.540,-0.165,-0.021,10,Emily,deadlift
1582746283755,2020-02-26T14.44.43.755,35.629,-0.529,-0.118,-0.028,10,Emily,deadlift
1582746283835,2020-02-26T14.44.43.835,35.709,-0.712,-0.145,-0.033,10,Emily,deadlift
1582746283915,2020-02-26T14.44.43.915,35.789,-0.830,-0.217,-0.033,10,Emily,deadlift
1582746283994,2020-02-26T14.44.43.994,35.868,-0.910,-0.333,-0.031,10,Emily,deadlift
1582746284075,2020-02-26T14.44.44.075,35.949,-1.006,-0.461,-0.033,10,Emily,deadlift
1582746284154,2020-02-26T14.44.44.154,36.028,-1.081,-0.517,-0.058,10,Emily,deadlift
1582746284234,2020-02-26T14.44.44.234,36.108,-1.777,-0.721,0.106,10,Emily,deadlift
1582746284314,2020-02-26T14.44.44.314,36.188,-1.375,-0.683,0.124,10,Emily,deadlift
1582746284393,2020-02-26T14.44.44.393,36.267,-0.901,-0.578,-0.082,10,Emily,deadlift
1582746284473,2020-02-26T14.44.44.473,36.347,-0.955,-0.629,-0.011,10,Emily,deadlift
1582746284552,2020-02-26T14.44.44.552,36.426,-0.898,-0.600,-0.030,10,Emily,deadlift
1582746284633,2020-02-26T14.44.44.633,36.507,-0.871,-0.588,-0.024,10,Emily,deadlift
1582746284791,2020-02-26T14.44.44.791,36.665,-0.862,-0.596,-0.022,10,Emily,deadlift
1582746284872,2020-02-26T14.44.44.872,36.746,-0.672,-0.531,-0.019,10,Emily,deadlift
1582746284951,2020-02-26T14.44.44.951,36.825,-0.467,-0.431,-0.006,10,Emily,deadlift
1582746285031,2020-02-26T14.44.45.031,36.905,-0.343,-0.448,-0.015,10,Emily,deadlift
1582746285110,2020-02-26T14.44.45.110,36.984,-0.365,-0.447,0.006,10,Emily,deadlift
1582746285191,2020-02-26T14.44.45.191,37.065,-0.598,-0.597,-0.004,10,Emily,deadlift
1582746285270,2020-02-26T14.44.45.270,37.144,-0.775,-0.927,0.009,10,Emily,deadlift
1582746285349,2020-02-26T14.44.45.349,37.223,-0.515,-0.856,-0.000,10,Emily,deadlift
1582746285430,2020-02-26T14.44.45.430,37.304,-0.313,-0.547,-0.019,10,Emily,deadlift
1582746285589,2020-02-26T14.44.45.589,37.463,-0.392,-0.503,-0.016,10,Emily,deadlift
1582746285669,2020-02-26T14.44.45.669,37.543,-0.450,-0.596,-0.006,10,Emily,deadlift
1582746285748,2020-02-26T14.44.45.748,37.622,-0.481,-0.742,0.015,10,Emily,deadlift
1582746285907,2020-02-26T14.44.45.907,37.781,-0.416,-1.101,0.013,10,Emily,deadlift
1582746285988,2020-02-26T14.44.45.988,37.862,-0.504,-1.359,-0.012,10,Emily,deadlift
1582746286067,2020-02-26T14.44.46.067,37.941,-0.938,-1.812,-0.204,10,Emily,deadlift
1582746286148,2020-02-26T14.44.46.148,38.022,-0.284,-0.998,0.061,10,Emily,deadlift
1582746286227,2020-02-26T14.44.46.227,38.101,-0.197,-1.179,0.077,10,Emily,deadlift
1582746286306,2020-02-26T14.44.46.306,38.180,-0.233,-1.204,0.002,10,Emily,deadlift
1582746286465,2020-02-26T14.44.46.465,38.339,-0.182,-1.070,0.003,10,Emily,deadlift
1582746286546,2020-02-26T14.44.46.546,38.420,-0.146,-1.002,0.009,10,Emily,deadlift
1582746286625,2020-02-26T14.44.46.625,38.499,-0.133,-0.921,0.021,10,Emily,deadlift
1582746286706,2020-02-26T14.44.46.706,38.580,-0.062,-0.834,0.033,10,Emily,deadlift
1582746286785,2020-02-26T14.44.46.785,38.659,0.014,-0.729,0.029,10,Emily,deadlift
1582746286864,2020-02-26T14.44.46.864,38.738,0.082,-0.579,0.018,10,Emily,deadlift
